category,title,description,resource,region,statusWord,message
App Mesh,App Mesh VG Access Logging,Ensure that your Amazon App Mesh virtual gateways have access logging enabled.,N/A,eu-west-3,OK,No App Mesh meshes found
App Mesh,App Mesh VG Access Logging,Ensure that your Amazon App Mesh virtual gateways have access logging enabled.,N/A,eu-north-1,OK,No App Mesh meshes found
App Mesh,App Mesh VG Access Logging,Ensure that your Amazon App Mesh virtual gateways have access logging enabled.,N/A,ap-northeast-1,OK,No App Mesh meshes found
App Mesh,App Mesh VG Access Logging,Ensure that your Amazon App Mesh virtual gateways have access logging enabled.,N/A,ap-northeast-2,OK,No App Mesh meshes found
App Mesh,App Mesh VG Access Logging,Ensure that your Amazon App Mesh virtual gateways have access logging enabled.,N/A,ap-southeast-1,OK,No App Mesh meshes found
App Mesh,App Mesh VG Access Logging,Ensure that your Amazon App Mesh virtual gateways have access logging enabled.,N/A,ap-southeast-2,OK,No App Mesh meshes found
App Mesh,App Mesh VG Access Logging,Ensure that your Amazon App Mesh virtual gateways have access logging enabled.,N/A,sa-east-1,OK,No App Mesh meshes found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,us-east-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,us-east-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,us-west-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,us-west-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,ap-south-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,ap-northeast-3,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,ca-central-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,eu-central-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,eu-west-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,eu-west-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,eu-west-3,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,eu-north-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,ap-northeast-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,ap-northeast-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,ap-southeast-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,ap-southeast-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Certificate Rotation,Ensures that Amazon API Gateway APIs have certificates with expiration date more than the rotation limit.,N/A,sa-east-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,us-east-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,us-east-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,us-west-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,us-west-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,ap-south-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,ap-northeast-3,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,ca-central-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,eu-central-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,eu-west-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,eu-west-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,eu-west-3,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,eu-north-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,ap-northeast-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,ap-northeast-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,ap-southeast-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,ap-southeast-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway CloudWatch Logs,Ensures that Amazon API Gateway API stages have Amazon CloudWatch Logs enabled.,N/A,sa-east-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,us-east-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,us-east-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,us-west-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,us-west-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,ap-south-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,ap-northeast-3,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,ca-central-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,eu-central-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,eu-west-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,eu-west-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,eu-west-3,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,eu-north-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,ap-northeast-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,ap-northeast-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,ap-southeast-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,ap-southeast-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Private Endpoints,Ensures that Amazon API Gateway APIs are only accessible through private endpoints.,N/A,sa-east-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,us-east-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,us-east-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,us-west-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,us-west-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,ap-south-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,ap-northeast-3,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,ca-central-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,eu-central-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,eu-west-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,eu-west-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,eu-west-3,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,eu-north-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,ap-northeast-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,ap-northeast-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,ap-southeast-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,ap-southeast-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Content Encoding,Ensures that Amazon API Gateway APIs have content encoding enabled.,N/A,sa-east-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,us-east-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,us-east-2,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,us-west-1,OK,No API Gateway Rest APIs found
API Gateway,API Gateway Tracing Enabled,Ensures that Amazon API Gateway API stages have tracing enabled for AWS X-Ray.,N/A,us-west-2,OK,No API Gateway Rest APIs found
